ch1+ 	 ch1- 	ch2+ 	 ch2- 	ch5+ 	 Temperature 
+2.81420944E-04 	 -2.79778677E-04 	+1.27179657E-05 	 -1.01942378E-05 	+8.42420263E-01 	 161.817148 
+2.81392814E-04 	 -2.79795693E-04 	+1.25850473E-05 	 -1.01065654E-05 	+8.41273660E-01 	 162.329155 
+2.81590799E-04 	 -2.79757178E-04 	+1.26355018E-05 	 -9.95149275E-06 	+8.40127480E-01 	 162.840729 
+2.81568191E-04 	 -2.79836932E-04 	+1.24941320E-05 	 -9.91469731E-06 	+8.38986842E-01 	 163.349589 
+2.81554771E-04 	 -2.80009840E-04 	+1.24146915E-05 	 -9.95340925E-06 	+8.37849403E-01 	 163.856784 
+2.81796585E-04 	 -2.80037101E-04 	+1.22899080E-05 	 -9.66542467E-06 	+8.36715019E-01 	 164.362382 
+2.81943899E-04 	 -2.80213343E-04 	+1.22870865E-05 	 -9.67879415E-06 	+8.35583859E-01 	 164.866311 
+2.81998136E-04 	 -2.80290905E-04 	+1.22495949E-05 	 -9.76397500E-06 	+8.34458032E-01 	 165.367635 
+2.82028501E-04 	 -2.80455713E-04 	+1.22215354E-05 	 -9.83285153E-06 	+8.33332546E-01 	 165.868582 
+2.82076755E-04 	 -2.80303866E-04 	+1.23525488E-05 	 -9.77311509E-06 	+8.32176181E-01 	 166.383037 
+2.82135519E-04 	 -2.80506222E-04 	+1.25083055E-05 	 -1.00908654E-05 	+8.31024187E-01 	 166.895313 
+2.82091258E-04 	 -2.80562512E-04 	+1.26197335E-05 	 -1.03633781E-05 	+8.29874895E-01 	 167.406155 
+2.82332400E-04 	 -2.80725527E-04 	+1.27611961E-05 	 -1.03480802E-05 	+8.28729430E-01 	 167.915066 
+2.82391911E-04 	 -2.80721687E-04 	+1.28827708E-05 	 -1.04215884E-05 	+8.27588666E-01 	 168.421663 
+2.82362670E-04 	 -2.80864698E-04 	+1.27147352E-05 	 -1.04032812E-05 	+8.26449779E-01 	 168.927201 
+2.82581872E-04 	 -2.80884803E-04 	+1.28589209E-05 	 -1.04164465E-05 	+8.25314674E-01 	 169.430840 
+2.82693877E-04 	 -2.80920180E-04 	+1.32213438E-05 	 -1.06882626E-05 	+8.24185143E-01 	 169.931786 
+2.82647821E-04 	 -2.81017013E-04 	+1.31915795E-05 	 -1.08879639E-05 	+8.23024005E-01 	 170.446525 
+2.82722090E-04 	 -2.81167201E-04 	+1.32595477E-05 	 -1.09653857E-05 	+8.21866052E-01 	 170.959625 
+2.82811172E-04 	 -2.81160954E-04 	+1.34585609E-05 	 -1.10760071E-05 	+8.20713017E-01 	 171.470322 
+2.82819780E-04 	 -2.81245885E-04 	+1.32779566E-05 	 -1.09970681E-05 	+8.19562441E-01 	 171.979708 
+2.82824952E-04 	 -2.81370215E-04 	+1.32904227E-05 	 -1.11714254E-05 	+8.18416332E-01 	 172.486898 
+2.83002452E-04 	 -2.81332226E-04 	+1.33658399E-05 	 -1.10562913E-05 	+8.17273500E-01 	 172.992421 
+2.83271732E-04 	 -2.81616588E-04 	+1.34937453E-05 	 -1.11990785E-05 	+8.16134603E-01 	 173.495991 
+2.83231858E-04 	 -2.81798072E-04 	+1.32753344E-05 	 -1.11821809E-05 	+8.14999803E-01 	 173.997537 
+2.83498661E-04 	 -2.81838187E-04 	+1.33801172E-05 	 -1.10971153E-05 	+8.13835002E-01 	 174.512125 
+2.83649933E-04 	 -2.82041443E-04 	+1.31406083E-05 	 -1.09140153E-05 	+8.12675461E-01 	 175.024171 
+2.83713643E-04 	 -2.82074887E-04 	+1.33021919E-05 	 -1.10843485E-05 	+8.11518140E-01 	 175.535021 
+2.83892232E-04 	 -2.82204203E-04 	+1.32665044E-05 	 -1.10071298E-05 	+8.10365668E-01 	 176.043517 
+2.83934661E-04 	 -2.82317924E-04 	+1.31280355E-05 	 -1.09447823E-05 	+8.09216666E-01 	 176.550270 
+2.84269970E-04 	 -2.82777018E-04 	+1.30854844E-05 	 -1.10182751E-05 	+8.08071203E-01 	 177.055254 
+2.84478707E-04 	 -2.82881277E-04 	+1.31992208E-05 	 -1.09756468E-05 	+8.06931339E-01 	 177.557564 
+2.84547195E-04 	 -2.82969776E-04 	+1.33675453E-05 	 -1.12038033E-05 	+8.05793946E-01 	 178.058581 
+2.84710975E-04 	 -2.83059099E-04 	+1.32364331E-05 	 -1.10457387E-05 	+8.04628678E-01 	 178.571667 
+2.84697751E-04 	 -2.83144366E-04 	+1.32536082E-05 	 -1.11559312E-05 	+8.03467311E-01 	 179.082825 
+2.84840309E-04 	 -2.83195918E-04 	+1.32242641E-05 	 -1.10617255E-05 	+8.02311069E-01 	 179.591519 
+2.84921995E-04 	 -2.83301838E-04 	+1.32613658E-05 	 -1.11093860E-05 	+8.01157326E-01 	 180.098908 
+2.84882199E-04 	 -2.83332028E-04 	+1.32566408E-05 	 -1.11745462E-05 	+8.00008861E-01 	 180.603773 
+2.85027839E-04 	 -2.83252025E-04 	+1.32857890E-05 	 -1.10525685E-05 	+7.98863623E-01 	 181.107017 
+2.85120481E-04 	 -2.83412640E-04 	+1.32776504E-05 	 -1.11464943E-05 	+7.97723654E-01 	 181.607749 
+2.85189762E-04 	 -2.83480311E-04 	+1.32062612E-05 	 -1.10753981E-05 	+7.96555821E-01 	 182.120515 
+2.85262079E-04 	 -2.83694612E-04 	+1.32742323E-05 	 -1.11625758E-05 	+7.95391761E-01 	 182.631419 
+2.85358477E-04 	 -2.83771804E-04 	+1.33813216E-05 	 -1.13258751E-05 	+7.94232758E-01 	 183.139902 
+2.85395720E-04 	 -2.83667866E-04 	+1.33697693E-05 	 -1.12215103E-05 	+7.93078485E-01 	 183.646109 
+2.85429460E-04 	 -2.83832831E-04 	+1.32150082E-05 	 -1.12541832E-05 	+7.91927265E-01 	 184.150780 
+2.85402827E-04 	 -2.84006099E-04 	+1.30354274E-05 	 -1.12111539E-05 	+7.90781034E-01 	 184.653068 
+2.85623062E-04 	 -2.83992344E-04 	+1.30588481E-05 	 -1.10882694E-05 	+7.89638785E-01 	 185.153419 
+2.85601927E-04 	 -2.84152106E-04 	+1.30739352E-05 	 -1.12298583E-05 	+7.88470210E-01 	 185.665102 
+2.85766030E-04 	 -2.84137925E-04 	+1.30674038E-05 	 -1.11866185E-05 	+7.87306830E-01 	 186.174312 
+2.85862243E-04 	 -2.84125032E-04 	+1.31731006E-05 	 -1.10722984E-05 	+7.86148430E-01 	 186.681146 
+2.85759940E-04 	 -2.84310822E-04 	+1.31309519E-05 	 -1.12994387E-05 	+7.84992276E-01 	 187.186803 
+2.85803444E-04 	 -2.84338738E-04 	+1.30095898E-05 	 -1.11810920E-05 	+7.83842104E-01 	 187.689652 
+2.85903198E-04 	 -2.84303447E-04 	+1.29566022E-05 	 -1.09939636E-05 	+7.82695928E-01 	 188.190564 
+2.85929085E-04 	 -2.84398316E-04 	+1.30898254E-05 	 -1.11795780E-05 	+7.81523998E-01 	 188.702537 
+2.86094899E-04 	 -2.84447789E-04 	+1.30271749E-05 	 -1.10784163E-05 	+7.80356826E-01 	 189.212236 
+2.86145804E-04 	 -2.84508346E-04 	+1.32105930E-05 	 -1.13040655E-05 	+7.79188347E-01 	 189.722312 
+2.86213668E-04 	 -2.84677570E-04 	+1.33641304E-05 	 -1.16132629E-05 	+7.78036826E-01 	 190.224796 
+2.86358151E-04 	 -2.84750577E-04 	+1.34089877E-05 	 -1.14955213E-05 	+7.76884440E-01 	 190.727470 
+2.86387842E-04 	 -2.84798045E-04 	+1.32873214E-05 	 -1.14728000E-05 	+7.75736114E-01 	 191.228187 
+2.86469931E-04 	 -2.84858215E-04 	+1.34276882E-05 	 -1.16369994E-05 	+7.74561902E-01 	 191.740001 
+2.86582075E-04 	 -2.84936774E-04 	+1.36277981E-05 	 -1.17664177E-05 	+7.73394611E-01 	 192.248608 
+2.86495688E-04 	 -2.85072711E-04 	+1.37042199E-05 	 -1.21098121E-05 	+7.72231139E-01 	 192.755363 
+2.86642874E-04 	 -2.85052775E-04 	+1.36079875E-05 	 -1.18196101E-05 	+7.71072772E-01 	 193.259708 
+2.86653117E-04 	 -2.85184488E-04 	+1.37064302E-05 	 -1.20542034E-05 	+7.69919215E-01 	 193.761776 
+2.86692362E-04 	 -2.85301424E-04 	+1.34960934E-05 	 -1.19632214E-05 	+7.68742376E-01 	 194.273789 
+2.86933865E-04 	 -2.85399974E-04 	+1.38084984E-05 	 -1.21671303E-05 	+7.67569122E-01 	 194.784054 
+2.86954961E-04 	 -2.85606693E-04 	+1.38188586E-05 	 -1.23266126E-05 	+7.66401964E-01 	 195.291483 
+2.87118945E-04 	 -2.85677965E-04 	+1.37570221E-05 	 -1.21402887E-05 	+7.65240290E-01 	 195.796344 
+2.87093866E-04 	 -2.85754687E-04 	+1.39120779E-05 	 -1.24638737E-05 	+7.64082740E-01 	 196.299232 
+2.87275993E-04 	 -2.85858542E-04 	+1.40464186E-05 	 -1.25055026E-05 	+7.62930995E-01 	 196.799419 
+2.87502468E-04 	 -2.85999244E-04 	+1.41311813E-05 	 -1.25307376E-05 	+7.61754683E-01 	 197.310093 
+2.87603108E-04 	 -2.86208955E-04 	+1.40679312E-05 	 -1.26161077E-05 	+7.60584350E-01 	 197.817989 
+2.87851167E-04 	 -2.86289721E-04 	+1.43140961E-05 	 -1.25628188E-05 	+7.59419463E-01 	 198.323340 
+2.87906766E-04 	 -2.86584439E-04 	+1.42291215E-05 	 -1.27356677E-05 	+7.58259780E-01 	 198.826257 
+2.88025503E-04 	 -2.86729319E-04 	+1.43886060E-05 	 -1.29278312E-05 	+7.57105075E-01 	 199.326839 
+2.88161384E-04 	 -2.86868518E-04 	+1.43331012E-05 	 -1.29267264E-05 	+7.55928528E-01 	 199.836711 
+2.88322111E-04 	 -2.87032763E-04 	+1.46675547E-05 	 -1.31832477E-05 	+7.54758015E-01 	 200.343788 
+2.88458679E-04 	 -2.87046553E-04 	+1.45065667E-05 	 -1.29199959E-05 	+7.53592007E-01 	 200.848738 
+2.88490130E-04 	 -2.87260813E-04 	+1.43983631E-05 	 -1.30644878E-05 	+7.52431743E-01 	 201.351026 
+2.88744588E-04 	 -2.87279266E-04 	+1.44042105E-05 	 -1.27803327E-05 	+7.51249845E-01 	 201.862502 
+2.88696508E-04 	 -2.87481970E-04 	+1.43075741E-05 	 -1.29872612E-05 	+7.50073046E-01 	 202.371593 
+2.89009623E-04 	 -2.87509004E-04 	+1.45418721E-05 	 -1.29715893E-05 	+7.48902373E-01 	 202.877860 
+2.89158965E-04 	 -2.87767043E-04 	+1.45653167E-05 	 -1.30752741E-05 	+7.47737664E-01 	 203.381374 
+2.89237967E-04 	 -2.87973148E-04 	+1.44970340E-05 	 -1.30860287E-05 	+7.46577283E-01 	 203.882848 
+2.89399687E-04 	 -2.87931647E-04 	+1.45897369E-05 	 -1.29971307E-05 	+7.45395975E-01 	 204.393191 
+2.89481865E-04 	 -2.88242929E-04 	+1.44377113E-05 	 -1.30451069E-05 	+7.44221882E-01 	 204.900245 
+2.89767180E-04 	 -2.88365603E-04 	+1.43463116E-05 	 -1.27936232E-05 	+7.43052793E-01 	 205.404967 
+2.89890437E-04 	 -2.88521743E-04 	+1.42148693E-05 	 -1.27253327E-05 	+7.41889447E-01 	 205.907041 
+2.89973226E-04 	 -2.88681055E-04 	+1.43184377E-05 	 -1.29491648E-05 	+7.40705908E-01 	 206.417660 
+2.90193231E-04 	 -2.88672296E-04 	+1.42630364E-05 	 -1.26116061E-05 	+7.39528880E-01 	 206.925298 
+2.90196965E-04 	 -2.88917060E-04 	+1.39507126E-05 	 -1.25470504E-05 	+7.38357311E-01 	 207.430414 
+2.90378408E-04 	 -2.88951894E-04 	+1.40184839E-05 	 -1.25089377E-05 	+7.37192069E-01 	 207.932637 
+2.90305143E-04 	 -2.89034286E-04 	+1.36812384E-05 	 -1.23508794E-05 	+7.36007611E-01 	 208.442973 
+2.90539830E-04 	 -2.89098433E-04 	+1.37944485E-05 	 -1.23259287E-05 	+7.34828239E-01 	 208.950951 
+2.90497571E-04 	 -2.89304043E-04 	+1.37639691E-05 	 -1.24324074E-05 	+7.33655222E-01 	 209.456026 
+2.90681457E-04 	 -2.89198631E-04 	+1.39609701E-05 	 -1.23646446E-05 	+7.32489280E-01 	 209.957892 
+2.90716922E-04 	 -2.89505997E-04 	+1.39022394E-05 	 -1.26156246E-05 	+7.31303330E-01 	 210.468204 
+2.90947486E-04 	 -2.89596686E-04 	+1.37525270E-05 	 -1.23104520E-05 	+7.30125500E-01 	 210.974859 
+2.90945357E-04 	 -2.89744486E-04 	+1.36448217E-05 	 -1.24255785E-05 	+7.28952494E-01 	 211.479276 
+2.91157547E-04 	 -2.89759085E-04 	+1.37174235E-05 	 -1.22089841E-05 	+7.27786437E-01 	 211.980546 
+2.91243755E-04 	 -2.90048711E-04 	+1.34481670E-05 	 -1.21370122E-05 	+7.26603191E-01 	 212.489044 
+2.91532295E-04 	 -2.90192656E-04 	+1.35307920E-05 	 -1.21090317E-05 	+7.25423822E-01 	 212.995715 
+2.91569916E-04 	 -2.90253602E-04 	+1.34851598E-05 	 -1.20679213E-05 	+7.24253663E-01 	 213.498270 
+2.91791777E-04 	 -2.90420963E-04 	+1.35569484E-05 	 -1.20589653E-05 	+7.23088161E-01 	 213.998671 
+2.91854432E-04 	 -2.90506140E-04 	+1.34320736E-05 	 -1.19900974E-05 	+7.21906459E-01 	 214.505868 
+2.91951017E-04 	 -2.90653552E-04 	+1.33569682E-05 	 -1.19826643E-05 	+7.20731087E-01 	 215.010192 
+2.92155673E-04 	 -2.90917689E-04 	+1.30777255E-05 	 -1.17773306E-05 	+7.19562456E-01 	 215.511470 
+2.92216508E-04 	 -2.90950066E-04 	+1.31407682E-05 	 -1.18350445E-05 	+7.18377209E-01 	 216.019718 
+2.92340351E-04 	 -2.91044546E-04 	+1.31716415E-05 	 -1.17875838E-05 	+7.17198318E-01 	 216.525087 
+2.92514758E-04 	 -2.91343338E-04 	+1.30430378E-05 	 -1.17282629E-05 	+7.16026787E-01 	 217.027147 
+2.92750035E-04 	 -2.91383740E-04 	+1.30447369E-05 	 -1.16076888E-05 	+7.14838326E-01 	 217.536309 
+2.92804854E-04 	 -2.91654447E-04 	+1.29682334E-05 	 -1.17586380E-05 	+7.13657939E-01 	 218.041859 
+2.93038824E-04 	 -2.91639041E-04 	+1.31286138E-05 	 -1.16474193E-05 	+7.12484752E-01 	 218.544174 
+2.93093879E-04 	 -2.91915720E-04 	+1.28503699E-05 	 -1.16407769E-05 	+7.11295230E-01 	 219.053332 
+2.93317726E-04 	 -2.91967113E-04 	+1.28903960E-05 	 -1.14796918E-05 	+7.10113841E-01 	 219.558858 
+2.93251823E-04 	 -2.92108253E-04 	+1.27927640E-05 	 -1.15516954E-05 	+7.08938252E-01 	 220.061755 
+2.93459823E-04 	 -2.92204335E-04 	+1.27968845E-05 	 -1.14699422E-05 	+7.07749502E-01 	 220.570131 
+2.93550341E-04 	 -2.92447090E-04 	+1.28148984E-05 	 -1.15977599E-05 	+7.06566625E-01 	 221.075849 
+2.93856664E-04 	 -2.92513390E-04 	+1.30097582E-05 	 -1.16354540E-05 	+7.05390997E-01 	 221.578321 
+2.93803485E-04 	 -2.92629196E-04 	+1.27826063E-05 	 -1.15302759E-05 	+7.04201983E-01 	 222.086369 
+2.94081941E-04 	 -2.92742989E-04 	+1.26776293E-05 	 -1.12878397E-05 	+7.03020218E-01 	 222.591173 
+2.94213435E-04 	 -2.93028533E-04 	+1.25034701E-05 	 -1.12721556E-05 	+7.01846655E-01 	 223.092332 
+2.94440708E-04 	 -2.93256006E-04 	+1.24816503E-05 	 -1.11925165E-05 	+7.00657983E-01 	 223.599799 
+2.94664021E-04 	 -2.93511196E-04 	+1.24585083E-05 	 -1.12180458E-05 	+6.99477368E-01 	 224.103685 
+2.94910666E-04 	 -2.93715001E-04 	+1.25182552E-05 	 -1.12803034E-05 	+6.98304877E-01 	 224.603963 
+2.95016346E-04 	 -2.93844459E-04 	+1.23470021E-05 	 -1.11265487E-05 	+6.97119200E-01 	 225.109728 
+2.95185985E-04 	 -2.94021591E-04 	+1.23678327E-05 	 -1.11467732E-05 	+6.95942095E-01 	 225.611697 
+2.95442886E-04 	 -2.94246215E-04 	+1.24453427E-05 	 -1.11882868E-05 	+6.94750446E-01 	 226.119729 
+2.95500750E-04 	 -2.94392666E-04 	+1.23964922E-05 	 -1.12613067E-05 	+6.93568537E-01 	 226.623470 
+2.95646272E-04 	 -2.94417524E-04 	+1.20576033E-05 	 -1.07685722E-05 	+6.92393075E-01 	 227.124328 
+2.95721249E-04 	 -2.94781495E-04 	+1.19649022E-05 	 -1.09465642E-05 	+6.91207221E-01 	 227.629478 
+2.95867457E-04 	 -2.94700448E-04 	+1.20680637E-05 	 -1.08102042E-05 	+6.90028657E-01 	 228.131388 
+2.95998653E-04 	 -2.94904747E-04 	+1.21931579E-05 	 -1.10291167E-05 	+6.88838416E-01 	 228.638137 
+2.96295961E-04 	 -2.95109740E-04 	+1.21593955E-05 	 -1.09036425E-05 	+6.87657590E-01 	 229.140743 
+2.96384432E-04 	 -2.95308927E-04 	+1.20199990E-05 	 -1.08709403E-05 	+6.86463454E-01 	 229.648881 
+2.96470713E-04 	 -2.95471049E-04 	+1.20950189E-05 	 -1.10166494E-05 	+6.85279283E-01 	 230.152647 
+2.96718662E-04 	 -2.95533839E-04 	+1.21321215E-05 	 -1.08697361E-05 	+6.84084697E-01 	 230.660711 
+2.96744498E-04 	 -2.95790963E-04 	+1.19251816E-05 	 -1.08917607E-05 	+6.82898230E-01 	 231.165191 
+2.97102479E-04 	 -2.95923800E-04 	+1.19403665E-05 	 -1.06971870E-05 	+6.81720780E-01 	 231.665710 
+2.96969933E-04 	 -2.95877432E-04 	+1.18953086E-05 	 -1.07408206E-05 	+6.80532763E-01 	 232.170592 
+2.97197881E-04 	 -2.96053894E-04 	+1.18851604E-05 	 -1.07019104E-05 	+6.79354409E-01 	 232.671242 
+2.97330830E-04 	 -2.96279151E-04 	+1.18847671E-05 	 -1.07537056E-05 	+6.78165815E-01 	 233.176117 
+2.97604937E-04 	 -2.96518665E-04 	+1.17922556E-05 	 -1.06477200E-05 	+6.76986307E-01 	 233.677007 
+2.97981343E-04 	 -2.96727346E-04 	+1.19164304E-05 	 -1.06175443E-05 	+6.75797242E-01 	 234.181832 
+2.98468185E-04 	 -2.97486288E-04 	+1.18295566E-05 	 -1.08232854E-05 	+6.74617707E-01 	 234.682488 
+2.98776588E-04 	 -2.97529325E-04 	+1.20506743E-05 	 -1.07978414E-05 	+6.73429477E-01 	 235.186712 
+2.98833635E-04 	 -2.97765159E-04 	+1.20516812E-05 	 -1.09761303E-05 	+6.72249879E-01 	 235.687152 
+2.99103472E-04 	 -2.97847763E-04 	+1.19616733E-05 	 -1.07833538E-05 	+6.71061869E-01 	 236.191041 
+2.99313367E-04 	 -2.98117381E-04 	+1.21252119E-05 	 -1.10111408E-05 	+6.69868313E-01 	 236.697161 
+2.99387088E-04 	 -2.98421475E-04 	+1.20208313E-05 	 -1.10291372E-05 	+6.68681593E-01 	 237.200263 
+2.99749907E-04 	 -2.98553017E-04 	+1.21332406E-05 	 -1.10580870E-05 	+6.67487805E-01 	 237.706242 
+2.99815287E-04 	 -2.98680541E-04 	+1.23513424E-05 	 -1.12526587E-05 	+6.66303802E-01 	 238.207957 
+2.99940210E-04 	 -2.98824871E-04 	+1.22692861E-05 	 -1.12446137E-05 	+6.65113353E-01 	 238.712287 
+3.00258619E-04 	 -2.98980679E-04 	+1.23703510E-05 	 -1.11105769E-05 	+6.63932718E-01 	 239.212345 
+3.00349054E-04 	 -2.99233210E-04 	+1.24539117E-05 	 -1.13498978E-05 	+6.62744672E-01 	 239.715428 
+3.00444955E-04 	 -2.99539373E-04 	+1.25154488E-05 	 -1.16100337E-05 	+6.61550319E-01 	 240.221067 
+3.00709614E-04 	 -2.99539267E-04 	+1.25529646E-05 	 -1.14127496E-05 	+6.60367817E-01 	 240.721576 
+3.01069900E-04 	 -2.99846055E-04 	+1.28056654E-05 	 -1.16912916E-05 	+6.59178192E-01 	 241.224989 
+3.01241913E-04 	 -3.00201583E-04 	+1.29146546E-05 	 -1.19670032E-05 	+6.57982007E-01 	 241.731066 
+3.01490497E-04 	 -3.00425630E-04 	+1.29101372E-05 	 -1.18898837E-05 	+6.56798057E-01 	 242.231856 
+3.01719735E-04 	 -3.00630631E-04 	+1.29054276E-05 	 -1.18320784E-05 	+6.55608943E-01 	 242.734723 
+3.01801883E-04 	 -3.00796140E-04 	+1.29221196E-05 	 -1.19154387E-05 	+6.54415072E-01 	 243.239492 
+3.02088132E-04 	 -3.01011083E-04 	+1.30157351E-05 	 -1.19615920E-05 	+6.53230169E-01 	 243.740362 
+3.02382739E-04 	 -3.01275735E-04 	+1.30293052E-05 	 -1.19731516E-05 	+6.52042467E-01 	 244.242309 
+3.02449094E-04 	 -3.01388245E-04 	+1.29351844E-05 	 -1.19348395E-05 	+6.50850076E-01 	 244.746132 
+3.02698291E-04 	 -3.01580023E-04 	+1.29832509E-05 	 -1.19034670E-05 	+6.49654010E-01 	 245.251403 
+3.02990720E-04 	 -3.01824788E-04 	+1.30678235E-05 	 -1.19453023E-05 	+6.48469311E-01 	 245.751767 
+3.03151869E-04 	 -3.02308877E-04 	+1.29587076E-05 	 -1.21946688E-05 	+6.47281414E-01 	 246.253380 
+3.03415286E-04 	 -3.02370521E-04 	+1.30274053E-05 	 -1.21087096E-05 	+6.46091293E-01 	 246.755831 
+3.03625729E-04 	 -3.02555021E-04 	+1.30846072E-05 	 -1.20845640E-05 	+6.44897009E-01 	 247.259937 
+3.03950230E-04 	 -3.02913307E-04 	+1.31348851E-05 	 -1.21775778E-05 	+6.43701300E-01 	 247.764543 
+3.04075082E-04 	 -3.03250029E-04 	+1.30865209E-05 	 -1.23606919E-05 	+6.42502556E-01 	 248.270329 
+3.04367662E-04 	 -3.03348382E-04 	+1.31868669E-05 	 -1.22698829E-05 	+6.41316803E-01 	 248.770535 
+3.04418264E-04 	 -3.03364447E-04 	+1.31024081E-05 	 -1.21538488E-05 	+6.40128926E-01 	 249.271540 
+3.04653063E-04 	 -3.03637658E-04 	+1.31519776E-05 	 -1.22466576E-05 	+6.38940153E-01 	 249.772827 
+3.04918488E-04 	 -3.03973572E-04 	+1.31693674E-05 	 -1.23334302E-05 	+6.37749653E-01 	 250.274745 
+3.05053048E-04 	 -3.04061073E-04 	+1.31196907E-05 	 -1.23575628E-05 	+6.36559305E-01 	 250.776504 
+3.05375905E-04 	 -3.04325001E-04 	+1.31490636E-05 	 -1.22160906E-05 	+6.35368910E-01 	 251.278189 
+3.05657160E-04 	 -3.04521084E-04 	+1.31673693E-05 	 -1.22091561E-05 	+6.34177253E-01 	 251.780312 
+3.05804332E-04 	 -3.04994460E-04 	+1.30401555E-05 	 -1.24049282E-05 	+6.32985247E-01 	 252.282488 
+3.05875540E-04 	 -3.05054305E-04 	+1.30832901E-05 	 -1.24435381E-05 	+6.31794347E-01 	 252.784107 
+3.06328547E-04 	 -3.05300163E-04 	+1.31940299E-05 	 -1.23518559E-05 	+6.30605030E-01 	 253.284968 
+3.06703742E-04 	 -3.05643582E-04 	+1.31283535E-05 	 -1.22511882E-05 	+6.29416190E-01 	 253.785538 
+3.06820994E-04 	 -3.05953799E-04 	+1.30814030E-05 	 -1.23522544E-05 	+6.28227395E-01 	 254.285999 
+3.06973429E-04 	 -3.06004671E-04 	+1.30445992E-05 	 -1.22759324E-05 	+6.27029842E-01 	 254.790059 
+3.07059733E-04 	 -3.06153623E-04 	+1.30526360E-05 	 -1.22654680E-05 	+6.25833208E-01 	 255.293642 
+3.07281366E-04 	 -3.06192142E-04 	+1.29513854E-05 	 -1.20713032E-05 	+6.24639544E-01 	 255.795888 
+3.07449158E-04 	 -3.06306940E-04 	+1.30694453E-05 	 -1.21316428E-05 	+6.23449753E-01 	 256.296417 
+3.07782172E-04 	 -3.06716476E-04 	+1.29531971E-05 	 -1.20839746E-05 	+6.22249745E-01 	 256.801158 
+3.07933217E-04 	 -3.07108854E-04 	+1.27449463E-05 	 -1.20484789E-05 	+6.21053533E-01 	 257.304217 
+3.08528614E-04 	 -3.07422291E-04 	+1.29764218E-05 	 -1.21183614E-05 	+6.19861689E-01 	 257.805354 
+3.08667180E-04 	 -3.07755131E-04 	+1.28058791E-05 	 -1.20989550E-05 	+6.18663067E-01 	 258.309257 
+3.09165353E-04 	 -3.08021319E-04 	+1.28141298E-05 	 -1.19519465E-05 	+6.17469914E-01 	 258.810777 
+3.09420977E-04 	 -3.08393708E-04 	+1.28365638E-05 	 -1.20841858E-05 	+6.16270314E-01 	 259.314925 
+3.09738018E-04 	 -3.08728628E-04 	+1.27504693E-05 	 -1.19927646E-05 	+6.15074693E-01 	 259.817318 
+3.10140473E-04 	 -3.09052647E-04 	+1.27487654E-05 	 -1.18403272E-05 	+6.13875398E-01 	 260.321173 
+3.10438599E-04 	 -3.09440872E-04 	+1.27027934E-05 	 -1.19567549E-05 	+6.12681402E-01 	 260.822721 
+3.10805416E-04 	 -3.09723924E-04 	+1.26687173E-05 	 -1.19012590E-05 	+6.11485402E-01 	 261.325031 
+3.11075989E-04 	 -3.09994900E-04 	+1.26522124E-05 	 -1.18298528E-05 	+6.10285100E-01 	 261.829069 
+3.11430316E-04 	 -3.10212069E-04 	+1.26608547E-05 	 -1.17506103E-05 	+6.09091808E-01 	 262.330084 
+3.11795535E-04 	 -3.10723898E-04 	+1.25549630E-05 	 -1.17602580E-05 	+6.07897232E-01 	 262.831561 
+3.12156711E-04 	 -3.11019513E-04 	+1.25443936E-05 	 -1.17510980E-05 	+6.06700128E-01 	 263.334022 
+3.12335592E-04 	 -3.11322477E-04 	+1.25341450E-05 	 -1.17977626E-05 	+6.05502581E-01 	 263.836592 
+3.12599335E-04 	 -3.11441520E-04 	+1.25881428E-05 	 -1.16934862E-05 	+6.04304544E-01 	 264.339291 
+3.12556800E-04 	 -3.11447755E-04 	+1.25766753E-05 	 -1.17889096E-05 	+6.03106218E-01 	 264.842036 
+3.12728607E-04 	 -3.11731785E-04 	+1.24980182E-05 	 -1.18476087E-05 	+6.01908397E-01 	 265.344494 
+3.12910941E-04 	 -3.11864342E-04 	+1.25649934E-05 	 -1.18864329E-05 	+6.00711960E-01 	 265.846298 
+3.13152442E-04 	 -3.12149883E-04 	+1.25772765E-05 	 -1.18899658E-05 	+5.99518054E-01 	 266.346967 
+3.13403975E-04 	 -3.12178590E-04 	+1.27563381E-05 	 -1.18101011E-05 	+5.98324392E-01 	 266.847460 
+3.13699388E-04 	 -3.12656209E-04 	+1.26906705E-05 	 -1.20147262E-05 	+5.97126067E-01 	 267.349836 
+3.14068684E-04 	 -3.13144964E-04 	+1.26487287E-05 	 -1.19785175E-05 	+5.95930723E-01 	 267.850891 
+3.13838749E-04 	 -3.12735740E-04 	+1.27481793E-05 	 -1.19986290E-05 	+5.94730983E-01 	 268.353717 
